,home_Off Turnovers,home_Passing Yards,home_Rushing Yards,home_Def Turnovers,home_Passing Yards All,home_Rushing Yards All,home_QBR,visiting_Off Turnovers,visiting_Passing Yards,visiting_Rushing Yards,visiting_Def Turnovers,visiting_Passing Yards All,visiting_Rushing Yards All,visiting_QBR,home score,visiting score,Win Binary,Year
0,16,4042,2025,17,3471,1863,54.8,19,4507,2231,17,3360,1327,65.7,45.0,35.0,1.0,2018
0,18,4258,2037,29,4167,1323,49.8,15,4238,1667,24,4302,1283,69.6,31.0,17.0,1.0,2018
0,17,3538,1963,15,3752,1918,68.4,18,2975,2027,28,3932,2325,69.6,14.0,28.0,0.0,2018
0,26,5008,1445,20,3646,1693,51.2,22,3836,2136,26,3794,1860,43.4,52.0,21.0,1.0,2018
0,30,3165,1622,21,4044,1898,79.2,32,2794,1984,18,4414,2204,66.2,10.0,41.0,0.0,2018
0,24,4007,1893,30,3780,1957,33.2,18,4653,1573,26,3805,1630,44.5,28.0,16.0,1.0,2018
0,17,3290,1682,15,3697,1538,67.8,16,4042,2025,17,3471,1863,54.8,14.0,51.0,0.0,2018
0,35,5125,1523,17,4308,1551,58.0,19,3021,1774,20,4065,2021,63.3,3.0,16.0,0.0,2018
0,18,2975,2027,28,3932,2325,69.6,18,4258,2037,29,4167,1323,49.8,34.0,10.0,1.0,2018
0,15,4238,1667,24,4302,1283,69.6,23,2900,1738,16,3262,2479,62.0,31.0,12.0,1.0,2018
0,24,4461,1718,17,3113,1870,53.2,29,3109,1723,17,4151,1983,53.2,29.0,26.0,1.0,2018
0,24,3564,1938,20,3140,1815,55.2,19,3576,1660,19,4153,1999,45.9,34.0,22.0,1.0,2018
0,18,4955,1855,36,3515,1280,24.1,28,2523,1342,17,3853,2249,46.9,26.0,14.0,1.0,2018
0,24,3751,1628,7,3732,1814,51.7,19,4089,1873,28,3943,1803,59.4,6.0,20.0,0.0,2018
0,19,4507,2231,17,3360,1327,65.7,11,3093,2560,20,3755,1513,71.0,36.0,31.0,1.0,2018
0,23,4275,1570,27,2867,1839,63.6,17,3538,1963,15,3752,1918,68.4,20.0,27.0,0.0,2018
0,32,3867,1902,31,4125,2163,59.5,19,4047,1650,14,3599,1761,80.3,23.0,27.0,0.0,2018
0,11,3093,2560,20,3755,1513,71.0,15,4238,1667,24,4302,1283,69.6,27.0,24.0,1.0,2018
0,19,3576,1660,19,4153,1999,45.9,22,3836,2136,26,3794,1860,43.4,20.0,19.0,1.0,2018
0,18,4653,1573,26,3805,1630,44.5,17,3538,1963,15,3752,1918,68.4,19.0,22.0,0.0,2018
0,20,3558,2441,28,3929,1913,61.8,17,3290,1682,15,3697,1538,67.8,24.0,21.0,1.0,2018
0,24,3564,1938,20,3140,1815,55.2,20,4036,1493,23,3847,1804,46.5,25.0,20.0,1.0,2018
0,16,4042,2025,17,3471,1863,54.8,23,4275,1570,27,2867,1839,63.6,48.0,7.0,1.0,2018
0,24,4461,1718,17,3113,1870,53.2,18,2975,2027,28,3932,2325,69.6,38.0,10.0,1.0,2018
0,19,3021,1774,20,4065,2021,63.3,16,3781,2021,26,3842,1811,51.3,21.0,23.0,0.0,2018
0,19,4047,1650,14,3599,1761,80.3,35,5125,1523,17,4308,1551,58.0,38.0,35.0,1.0,2018
0,19,4089,1873,28,3943,1803,59.4,21,3695,1907,27,4374,2114,49.1,22.0,23.0,0.0,2018
0,28,2523,1342,17,3853,2249,46.9,24,3751,1628,7,3732,1814,51.7,21.0,23.0,0.0,2018
0,29,3109,1723,17,4151,1983,53.2,26,5008,1445,20,3646,1693,51.2,16.0,20.0,0.0,2018
0,19,4507,2231,17,3360,1327,65.7,18,4955,1855,36,3515,1280,24.1,54.0,51.0,1.0,2018
0,19,3576,1660,19,4153,1999,45.9,24,3564,1938,20,3140,1815,55.2,16.0,23.0,0.0,2018
0,17,3538,1963,15,3752,1918,68.4,19,3021,1774,20,4065,2021,63.3,31.0,23.0,1.0,2018
0,16,4042,2025,17,3471,1863,54.8,18,4653,1573,26,3805,1630,44.5,31.0,17.0,1.0,2018
0,32,2794,1984,18,4414,2204,66.2,29,3109,1723,17,4151,1983,53.2,24.0,21.0,1.0,2018
0,20,3558,2441,28,3929,1913,61.8,24,3751,1628,7,3732,1814,51.7,34.0,17.0,1.0,2018
0,35,5125,1523,17,4308,1551,58.0,32,3867,1902,31,4125,2163,59.5,27.0,9.0,1.0,2018
0,23,4275,1570,27,2867,1839,63.6,19,4047,1650,14,3599,1761,80.3,25.0,22.0,1.0,2018
0,17,3290,1682,15,3697,1538,67.8,24,4007,1893,30,3780,1957,33.2,20.0,35.0,0.0,2018
0,30,3165,1622,21,4044,1898,79.2,18,4258,2037,29,4167,1323,49.8,13.0,27.0,0.0,2018
0,22,3836,2136,26,3794,1860,43.4,11,3093,2560,20,3755,1513,71.0,27.0,30.0,0.0,2018
0,24,4461,1718,17,3113,1870,53.2,23,2900,1738,16,3262,2479,62.0,27.0,24.0,1.0,2018
0,19,4089,1873,28,3943,1803,59.4,28,2523,1342,17,3853,2249,46.9,45.0,10.0,1.0,2018
0,21,3695,1907,27,4374,2114,49.1,26,5008,1445,20,3646,1693,51.2,24.0,17.0,1.0,2018
0,20,4036,1493,23,3847,1804,46.5,15,4238,1667,24,4302,1283,69.6,24.0,17.0,1.0,2018
0,16,3781,2021,26,3842,1811,51.3,18,2975,2027,28,3932,2325,69.6,34.0,17.0,1.0,2018
0,17,3538,1963,15,3752,1918,68.4,16,4042,2025,17,3471,1863,54.8,13.0,10.0,1.0,2018
0,29,3109,1723,17,4151,1983,53.2,24,4461,1718,17,3113,1870,53.2,6.0,0.0,1.0,2018
0,26,5008,1445,20,3646,1693,51.2,19,4089,1873,28,3943,1803,59.4,30.0,33.0,0.0,2018
0,35,5125,1523,17,4308,1551,58.0,22,3836,2136,26,3794,1860,43.4,24.0,17.0,1.0,2018
0,18,4653,1573,26,3805,1630,44.5,20,3558,2441,28,3929,1913,61.8,16.0,26.0,0.0,2018
0,16,3781,2021,26,3842,1811,51.3,24,4007,1893,30,3780,1957,33.2,29.0,13.0,1.0,2018
0,23,2900,1738,16,3262,2479,62.0,32,2794,1984,18,4414,2204,66.2,21.0,17.0,1.0,2018
0,19,4047,1650,14,3599,1761,80.3,24,3564,1938,20,3140,1815,55.2,30.0,27.0,1.0,2018
0,17,3290,1682,15,3697,1538,67.8,21,3695,1907,27,4374,2114,49.1,10.0,24.0,0.0,2018
0,19,3576,1660,19,4153,1999,45.9,19,4507,2231,17,3360,1327,65.7,16.0,30.0,0.0,2018
0,15,4238,1667,24,4302,1283,69.6,28,2523,1342,17,3853,2249,46.9,17.0,20.0,0.0,2018
0,24,3751,1628,7,3732,1814,51.7,18,4955,1855,36,3515,1280,24.1,33.0,40.0,0.0,2018
0,18,2975,2027,28,3932,2325,69.6,30,3165,1622,21,4044,1898,79.2,26.0,22.0,1.0,2018
0,18,4258,2037,29,4167,1323,49.8,20,4036,1493,23,3847,1804,46.5,24.0,10.0,1.0,2018
0,11,3093,2560,20,3755,1513,71.0,32,3867,1902,31,4125,2163,59.5,43.0,16.0,1.0,2018
0,23,4275,1570,27,2867,1839,63.6,19,3021,1774,20,4065,2021,63.3,28.0,13.0,1.0,2018
0,18,2975,2027,28,3932,2325,69.6,29,3109,1723,17,4151,1983,53.2,30.0,9.0,1.0,2018
0,18,4955,1855,36,3515,1280,24.1,20,3558,2441,28,3929,1913,61.8,27.0,24.0,1.0,2018
0,16,3781,2021,26,3842,1811,51.3,24,4461,1718,17,3113,1870,53.2,21.0,24.0,0.0,2018
0,24,4007,1893,30,3780,1957,33.2,22,3836,2136,26,3794,1860,43.4,26.0,20.0,1.0,2018
0,15,4238,1667,24,4302,1283,69.6,18,4653,1573,26,3805,1630,44.5,34.0,20.0,1.0,2018
0,35,5125,1523,17,4308,1551,58.0,16,4042,2025,17,3471,1863,54.8,14.0,28.0,0.0,2018
0,32,2794,1984,18,4414,2204,66.2,30,3165,1622,21,4044,1898,79.2,23.0,27.0,0.0,2018
0,23,2900,1738,16,3262,2479,62.0,18,4258,2037,29,4167,1323,49.8,34.0,33.0,1.0,2018
0,24,3564,1938,20,3140,1815,55.2,19,4507,2231,17,3360,1327,65.7,15.0,6.0,1.0,2018
0,19,3021,1774,20,4065,2021,63.3,19,4047,1650,14,3599,1761,80.3,16.0,40.0,0.0,2018
0,32,3867,1902,31,4125,2163,59.5,21,3695,1907,27,4374,2114,49.1,20.0,14.0,1.0,2018
0,19,4089,1873,28,3943,1803,59.4,17,3290,1682,15,3697,1538,67.8,26.0,21.0,1.0,2018
0,28,2523,1342,17,3853,2249,46.9,19,3576,1660,19,4153,1999,45.9,3.0,17.0,0.0,2018
0,17,3538,1963,15,3752,1918,68.4,23,4275,1570,27,2867,1839,63.6,29.0,23.0,1.0,2018
0,24,3751,1628,7,3732,1814,51.7,26,5008,1445,20,3646,1693,51.2,24.0,21.0,1.0,2018
0,11,3093,2560,20,3755,1513,71.0,20,4036,1493,23,3847,1804,46.5,21.0,7.0,1.0,2018
0,18,4955,1855,36,3515,1280,24.1,19,4089,1873,28,3943,1803,59.4,28.0,29.0,0.0,2018
0,30,3165,1622,21,4044,1898,79.2,16,3781,2021,26,3842,1811,51.3,22.0,29.0,0.0,2018
0,21,3695,1907,27,4374,2114,49.1,24,4007,1893,30,3780,1957,33.2,16.0,17.0,0.0,2018
0,20,4036,1493,23,3847,1804,46.5,23,2900,1738,16,3262,2479,62.0,41.0,17.0,1.0,2018
0,17,3290,1682,15,3697,1538,67.8,24,3751,1628,7,3732,1814,51.7,30.0,16.0,1.0,2018
0,20,3558,2441,28,3929,1913,61.8,35,5125,1523,17,4308,1551,58.0,20.0,12.0,1.0,2018
0,24,4461,1718,17,3113,1870,53.2,17,3538,1963,15,3752,1918,68.4,23.0,0.0,1.0,2018
0,32,2794,1984,18,4414,2204,66.2,19,3576,1660,19,4153,1999,45.9,14.0,13.0,1.0,2018
0,24,3564,1938,20,3140,1815,55.2,15,4238,1667,24,4302,1283,69.6,24.0,17.0,1.0,2018
0,19,4047,1650,14,3599,1761,80.3,18,2975,2027,28,3932,2325,69.6,0.0,17.0,0.0,2018
0,29,3109,1723,17,4151,1983,53.2,19,3021,1774,20,4065,2021,63.3,13.0,16.0,0.0,2018
0,18,4653,1573,26,3805,1630,44.5,28,2523,1342,17,3853,2249,46.9,40.0,14.0,1.0,2018
0,32,3867,1902,31,4125,2163,59.5,11,3093,2560,20,3755,1513,71.0,26.0,23.0,1.0,2018
0,26,5008,1445,20,3646,1693,51.2,18,4258,2037,29,4167,1323,49.8,17.0,10.0,1.0,2018
0,19,4507,2231,17,3360,1327,65.7,23,4275,1570,27,2867,1839,63.6,23.0,30.0,0.0,2018
0,22,3836,2136,26,3794,1860,43.4,16,4042,2025,17,3471,1863,54.8,9.0,12.0,0.0,2018
0,18,2975,2027,28,3932,2325,69.6,19,3021,1774,20,4065,2021,63.3,25.0,16.0,1.0,2018
0,19,4089,1873,28,3943,1803,59.4,20,3558,2441,28,3929,1913,61.8,10.0,22.0,0.0,2018
0,17,3538,1963,15,3752,1918,68.4,35,5125,1523,17,4308,1551,58.0,27.0,20.0,1.0,2018
0,18,4258,2037,29,4167,1323,49.8,32,2794,1984,18,4414,2204,66.2,24.0,12.0,1.0,2018
0,22,3836,2136,26,3794,1860,43.4,18,4653,1573,26,3805,1630,44.5,10.0,24.0,0.0,2018
0,23,2900,1738,16,3262,2479,62.0,29,3109,1723,17,4151,1983,53.2,7.0,17.0,0.0,2018
0,24,4461,1718,17,3113,1870,53.2,19,4047,1650,14,3599,1761,80.3,28.0,27.0,1.0,2018
0,23,4275,1570,27,2867,1839,63.6,16,3781,2021,26,3842,1811,51.3,32.0,30.0,1.0,2018
0,19,3576,1660,19,4153,1999,45.9,20,4036,1493,23,3847,1804,46.5,9.0,27.0,0.0,2018
0,30,3165,1622,21,4044,1898,79.2,15,4238,1667,24,4302,1283,69.6,38.0,44.0,0.0,2018
