date,home team,visiting team,home score,visiting score
10-08-2017,LARams,Seattle,10,16
10-08-2017,Oakland,Baltimore,17,30
10-08-2017,Dallas,GreenBay,31,35
10-08-2017,Houston,KansasCity,34,42
10-09-2017,Chicago,Minnesota,17,20
10-12-2017,Carolina,Philadelphia,23,28
10-15-2017,Houston,Cleveland,33,17
10-15-2017,NYJets,NewEngland,17,24
10-15-2017,Atlanta,Miami,17,20
10-15-2017,NewOrleans,Detroit,52,38
10-15-2017,Minnesota,GreenBay,23,10
10-15-2017,Baltimore,Chicago,24,27
10-15-2017,Washington,SanFrancisco,26,24
10-15-2017,Jacksonville,LARams,17,27
10-15-2017,Arizona,TampaBay,38,33
10-15-2017,KansasCity,Pittsburgh,13,19
10-15-2017,Oakland,LAChargers,16,17
10-15-2017,Denver,NYGiants,10,23
10-16-2017,Tennessee,Indianapolis,36,22
10-19-2017,Oakland,KansasCity,31,30
10-22-2017,Cleveland,Tennessee,9,12
10-22-2017,Indianapolis,Jacksonville,0,27
10-22-2017,Pittsburgh,Cincinnati,29,14
10-22-2017,Minnesota,Baltimore,24,16
10-22-2017,Miami,NYJets,31,28
10-22-2017,Buffalo,TampaBay,30,27
10-22-2017,Chicago,Carolina,17,3
10-22-2017,GreenBay,NewOrleans,17,26
10-22-2017,LARams,Arizona,33,0
10-22-2017,SanFrancisco,Dallas,10,40
10-22-2017,NYGiants,Seattle,7,24
10-22-2017,LAChargers,Denver,21,0
10-22-2017,NewEngland,Atlanta,23,7
10-23-2017,Philadelphia,Washington,34,24
10-26-2017,Baltimore,Miami,40,0
10-29-2017,Cleveland,Minnesota,16,33
10-29-2017,NewOrleans,Chicago,20,12
10-29-2017,NYJets,Atlanta,20,25
10-29-2017,TampaBay,Carolina,3,17
10-29-2017,Philadelphia,SanFrancisco,33,10
10-29-2017,Buffalo,Oakland,34,14
10-29-2017,Cincinnati,Indianapolis,24,23
10-29-2017,NewEngland,LAChargers,21,13
10-29-2017,Seattle,Houston,41,38
10-29-2017,Washington,Dallas,19,33
10-29-2017,Detroit,Pittsburgh,15,20
10-30-2017,KansasCity,Denver,29,19
11-02-2017,NYJets,Buffalo,34,21
11-05-2017,Philadelphia,Denver,51,23
11-05-2017,NYGiants,LARams,17,51
11-05-2017,NewOrleans,TampaBay,30,10
11-05-2017,Jacksonville,Cincinnati,23,7
11-05-2017,Carolina,Atlanta,20,17
11-05-2017,Houston,Indianapolis,14,20
11-05-2017,Tennessee,Baltimore,23,20
11-05-2017,SanFrancisco,Arizona,10,20
11-05-2017,Seattle,Washington,14,17
11-05-2017,Dallas,KansasCity,28,17
11-05-2017,Miami,Oakland,24,27
11-06-2017,GreenBay,Detroit,17,30
11-09-2017,Arizona,Seattle,16,22
11-12-2017,Washington,Minnesota,30,38
11-12-2017,Chicago,GreenBay,16,23
11-12-2017,Indianapolis,Pittsburgh,17,20
11-12-2017,Jacksonville,LAChargers,20,17
11-12-2017,TampaBay,NYJets,15,10
11-12-2017,Tennessee,Cincinnati,24,20
11-12-2017,Buffalo,NewOrleans,10,47
11-12-2017,Detroit,Cleveland,38,24
11-12-2017,LARams,Houston,33,7
11-12-2017,Atlanta,Dallas,27,7
11-12-2017,SanFrancisco,NYGiants,31,21
11-12-2017,Denver,NewEngland,16,41
11-13-2017,Carolina,Miami,45,21
11-16-2017,Pittsburgh,Tennessee,40,17
11-19-2017,Chicago,Detroit,24,27
11-19-2017,NYGiants,KansasCity,12,9
11-19-2017,Miami,TampaBay,20,30
11-19-2017,GreenBay,Baltimore,0,23
11-19-2017,Minnesota,LARams,24,7
11-19-2017,Houston,Arizona,31,21
11-19-2017,Cleveland,Jacksonville,7,19
11-19-2017,NewOrleans,Washington,34,31
11-19-2017,LAChargers,Buffalo,54,24
11-19-2017,Denver,Cincinnati,17,20
11-19-2017,Oakland,NewEngland,8,33
11-19-2017,Dallas,Philadelphia,9,37
11-20-2017,Seattle,Atlanta,31,34
11-23-2017,Detroit,Minnesota,23,30
11-23-2017,Dallas,LAChargers,6,28
11-23-2017,Washington,NYGiants,20,10
11-26-2017,Cincinnati,Cleveland,30,16
11-26-2017,Philadelphia,Chicago,31,3
11-26-2017,NewEngland,Miami,35,17
11-26-2017,KansasCity,Buffalo,10,16
11-26-2017,Atlanta,TampaBay,34,20
11-26-2017,NYJets,Carolina,27,35
11-26-2017,Indianapolis,Tennessee,16,20
11-26-2017,SanFrancisco,Seattle,13,24
11-26-2017,LARams,NewOrleans,26,20
11-26-2017,Arizona,Jacksonville,27,24
11-26-2017,Oakland,Denver,21,14
11-26-2017,Pittsburgh,GreenBay,31,28
11-27-2017,Baltimore,Houston,23,16
11-30-2017,Dallas,Washington,38,14
12-03-2017,Baltimore,Detroit,44,20
12-03-2017,Chicago,SanFrancisco,14,15
12-03-2017,Atlanta,Minnesota,9,14
12-03-2017,Buffalo,NewEngland,3,23
12-03-2017,Miami,Denver,35,9
12-03-2017,Tennessee,Houston,24,13
12-03-2017,Jacksonville,Indianapolis,30,10
12-03-2017,GreenBay,TampaBay,26,20
12-03-2017,NYJets,KansasCity,38,31
12-03-2017,NewOrleans,Carolina,31,21
12-03-2017,LAChargers,Cleveland,19,10
12-03-2017,Arizona,LARams,16,32
12-03-2017,Oakland,NYGiants,24,17
12-03-2017,Seattle,Philadelphia,24,10
12-04-2017,Cincinnati,Pittsburgh,20,23
12-07-2017,Atlanta,NewOrleans,20,17
12-10-2017,TampaBay,Detroit,21,24
12-10-2017,Cincinnati,Chicago,7,33
12-10-2017,Buffalo,Indianapolis,13,7
12-10-2017,Jacksonville,Seattle,30,24
12-10-2017,KansasCity,Oakland,26,15
12-10-2017,Carolina,Minnesota,31,24
12-10-2017,Cleveland,GreenBay,21,27
12-10-2017,Houston,SanFrancisco,16,26
12-10-2017,LAChargers,Washington,30,13
12-10-2017,Denver,NYJets,23,0
12-10-2017,Arizona,Tennessee,12,7
12-10-2017,LARams,Philadelphia,35,43
12-10-2017,NYGiants,Dallas,10,30
12-10-2017,Pittsburgh,Baltimore,39,38
12-11-2017,Miami,NewEngland,27,20
12-14-2017,Indianapolis,Denver,13,25
12-16-2017,Detroit,Chicago,20,10
12-16-2017,KansasCity,LAChargers,30,13
12-17-2017,NYGiants,Philadelphia,29,34
12-17-2017,Carolina,GreenBay,31,24
12-17-2017,Minnesota,Cincinnati,34,7
12-17-2017,Buffalo,Miami,24,16
12-17-2017,Jacksonville,Houston,45,7
12-17-2017,NewOrleans,NYJets,31,19
12-17-2017,Washington,Arizona,20,15
12-17-2017,Cleveland,Baltimore,10,27
12-17-2017,Seattle,LARams,7,42
12-17-2017,Pittsburgh,NewEngland,24,27
12-17-2017,SanFrancisco,Tennessee,25,23
12-17-2017,Oakland,Dallas,17,20
12-18-2017,TampaBay,Atlanta,21,24
12-23-2017,Baltimore,Indianapolis,23,16
12-23-2017,GreenBay,Minnesota,0,16
12-24-2017,Cincinnati,Detroit,26,17
12-24-2017,NYJets,LAChargers,7,14
12-24-2017,Tennessee,LARams,23,27
12-24-2017,Chicago,Cleveland,20,3
12-24-2017,Carolina,TampaBay,22,19
12-24-2017,NewOrleans,Atlanta,23,13
12-24-2017,Washington,Denver,27,11
12-24-2017,KansasCity,Miami,29,13
12-24-2017,NewEngland,Buffalo,37,16
12-24-2017,SanFrancisco,Jacksonville,44,33
12-24-2017,Arizona,NYGiants,23,0
12-24-2017,Dallas,Seattle,12,21
12-25-2017,Houston,Pittsburgh,6,34
12-25-2017,Philadelphia,Oakland,19,10
12-31-2017,Baltimore,Cincinnati,27,31
12-31-2017,Detroit,GreenBay,35,11
12-31-2017,Miami,Buffalo,16,22
12-31-2017,Atlanta,Carolina,22,10
12-31-2017,TampaBay,NewOrleans,31,24
12-31-2017,Tennessee,Jacksonville,15,10
12-31-2017,NewEngland,NYJets,26,6
12-31-2017,Indianapolis,Houston,22,13
12-31-2017,Pittsburgh,Cleveland,28,24
12-31-2017,NYGiants,Washington,18,10
12-31-2017,Minnesota,Chicago,23,10
12-31-2017,Philadelphia,Dallas,0,6
12-31-2017,LAChargers,Oakland,30,10
12-31-2017,Seattle,Arizona,24,26
12-31-2017,Denver,KansasCity,24,27
12-31-2017,LARams,SanFrancisco,13,34
1-06-2018,KansasCity,Tennessee,21,22
1-06-2018,LARams,Atlanta,13,26
1-07-2018,Jacksonville,Buffalo,10,3
1-07-2018,NewOrleans,Carolina,31,26
1-13-2018,Philadelphia,Atlanta,15,10
1-13-2018,NewEngland,Tennessee,35,14
1-14-2018,Pittsburgh,Jacksonville,42,45
1-14-2018,Minnesota,NewOrleans,29,24
1-21-2018,NewEngland,Jacksonville,24,20
1-21-2018,Philadelphia,Minnesota,38,7
