date,home team,visiting team,home score,visiting score
10/11/2015,Philadelphia,NewOrleans,39,17
10/11/2015,GreenBay,St.Louis,24,10
10/11/2015,Cincinnati,Seattle,27,24
10/11/2015,Detroit,Arizona,17,42
10/11/2015,Dallas,NewEngland,6,30
10/11/2015,Oakland,Denver,10,16
10/11/2015,NYGiants,SanFrancisco,30,27
10/12/2015,SanDiego,Pittsburgh,20,24
10/15/2015,NewOrleans,Atlanta,31,21
10/17/2015,Cleveland,Denver,23,26
10/17/2015,Buffalo,Cincinnati,21,34
10/17/2015,Minnesota,KansasCity,16,10
10/17/2015,Jacksonville,Houston,20,31
10/17/2015,Detroit,Chicago,37,34
10/17/2015,NYJets,Washington,34,20
10/17/2015,Pittsburgh,Arizona,25,13
10/17/2015,Tennessee,Miami,10,38
10/17/2015,Seattle,Carolina,23,27
10/17/2015,GreenBay,SanDiego,27,20
10/17/2015,SanFrancisco,Baltimore,25,20
10/17/2015,Indianapolis,NewEngland,27,34
10/19/2015,Philadelphia,NYGiants,27,7
10/22/2015,SanFrancisco,Seattle,3,20
10/25/2015,Buffalo,Jacksonville,31,34
10/25/2015,St.Louis,Cleveland,24,6
10/25/2015,KansasCity,Pittsburgh,23,13
10/25/2015,Miami,Houston,44,26
10/25/2015,NewEngland,NYJets,30,23
10/25/2015,Detroit,Minnesota,19,28
10/25/2015,Tennessee,Atlanta,7,10
10/25/2015,Washington,TampaBay,31,30
10/25/2015,Indianapolis,NewOrleans,21,27
10/25/2015,SanDiego,Oakland,29,37
10/25/2015,NYGiants,Dallas,27,20
10/25/2015,Carolina,Philadelphia,27,16
10/26/2015,Arizona,Baltimore,26,18
10/29/2015,NewEngland,Miami,36,7
11/1/2015,Detroit,KansasCity,10,45
11/1/2015,Chicago,Minnesota,20,23
11/1/2015,Atlanta,TampaBay,20,23
11/1/2015,NewOrleans,NYGiants,52,49
11/1/2015,St.Louis,SanFrancisco,27,6
11/1/2015,Cleveland,Arizona,20,34
11/1/2015,Pittsburgh,Cincinnati,10,16
11/1/2015,Baltimore,SanDiego,29,26
11/1/2015,Houston,Tennessee,20,6
11/1/2015,Oakland,NYJets,34,20
11/1/2015,Dallas,Seattle,12,13
11/1/2015,Denver,GreenBay,29,10
11/2/2015,Carolina,Indianapolis,29,26
11/5/2015,Cincinnati,Cleveland,31,10
11/8/2015,Pittsburgh,Oakland,38,35
11/8/2015,NYJets,Jacksonville,28,23
11/8/2015,Minnesota,St.Louis,21,18
11/8/2015,Buffalo,Miami,33,17
11/8/2015,NewOrleans,Tennessee,28,34
11/8/2015,NewEngland,Washington,27,10
11/8/2015,Carolina,GreenBay,37,29
11/8/2015,SanFrancisco,Atlanta,17,16
11/8/2015,TampaBay,NYGiants,18,32
11/8/2015,Indianapolis,Denver,27,24
11/8/2015,Dallas,Philadelphia,27,33
11/9/2015,SanDiego,Chicago,19,22
11/12/2015,NYJets,Buffalo,17,22
11/15/2015,GreenBay,Detroit,16,18
11/15/2015,TampaBay,Dallas,10,6
11/15/2015,Tennessee,Carolina,10,27
11/15/2015,St.Louis,Chicago,13,37
11/15/2015,Washington,NewOrleans,47,14
11/15/2015,Philadelphia,Miami,19,20
11/15/2015,Pittsburgh,Cleveland,30,9
11/15/2015,Baltimore,Jacksonville,20,22
11/15/2015,Oakland,Minnesota,14,30
11/15/2015,Denver,KansasCity,13,29
11/15/2015,NYGiants,NewEngland,26,27
11/15/2015,Seattle,Arizona,32,39
11/16/2015,Cincinnati,Houston,6,10
11/19/2015,Jacksonville,Tennessee,19,13
11/22/2015,Carolina,Washington,44,16
11/22/2015,Detroit,Oakland,18,13
11/22/2015,Miami,Dallas,14,24
11/22/2015,Atlanta,Indianapolis,21,24
11/22/2015,Baltimore,St.Louis,16,13
11/22/2015,Houston,NYJets,24,17
11/22/2015,Minnesota,GreenBay,13,30
11/22/2015,Philadelphia,TampaBay,17,45
11/22/2015,Chicago,Denver,15,17
11/22/2015,Arizona,Cincinnati,34,31
11/22/2015,Seattle,SanFrancisco,29,13
11/22/2015,SanDiego,KansasCity,3,33
11/23/2015,NewEngland,Buffalo,20,13
11/26/2015,Detroit,Philadelphia,45,14
11/26/2015,Dallas,Carolina,14,33
11/26/2015,GreenBay,Chicago,13,17
11/29/2015,Houston,NewOrleans,24,6
11/29/2015,Atlanta,Minnesota,10,20
11/29/2015,Cincinnati,St.Louis,31,7
11/29/2015,Indianapolis,TampaBay,25,12
11/29/2015,Washington,NYGiants,20,14
11/29/2015,Tennessee,Oakland,21,24
11/29/2015,KansasCity,Buffalo,30,22
11/29/2015,NYJets,Miami,38,20
11/29/2015,Jacksonville,SanDiego,25,31
11/29/2015,SanFrancisco,Arizona,13,19
11/29/2015,Seattle,Pittsburgh,39,30
11/29/2015,Denver,NewEngland,30,24
11/30/2015,Cleveland,Baltimore,27,33
12/3/2015,Detroit,GreenBay,23,27
12/6/2015,Chicago,SanFrancisco,20,26
12/6/2015,Cleveland,Cincinnati,3,37
12/6/2015,Tennessee,Jacksonville,42,39
12/6/2015,Buffalo,Houston,30,21
12/6/2015,Miami,Baltimore,15,13
12/6/2015,NewOrleans,Carolina,38,41
12/6/2015,Minnesota,Seattle,7,38
12/6/2015,St.Louis,Arizona,3,27
12/6/2015,TampaBay,Atlanta,23,19
12/6/2015,NYGiants,NYJets,20,23
12/6/2015,SanDiego,Denver,3,17
12/6/2015,Oakland,KansasCity,20,34
12/6/2015,NewEngland,Philadelphia,28,35
12/6/2015,Pittsburgh,Indianapolis,45,10
12/7/2015,Washington,Dallas,16,19
12/10/2015,Arizona,Minnesota,23,20
12/13/2015,Cincinnati,Pittsburgh,20,33
12/13/2015,Philadelphia,Buffalo,23,20
12/13/2015,Carolina,Atlanta,38,0
12/13/2015,Cleveland,SanFrancisco,24,10
12/13/2015,Chicago,Washington,21,24
12/13/2015,St.Louis,Detroit,21,14
12/13/2015,KansasCity,SanDiego,10,3
12/13/2015,TampaBay,NewOrleans,17,24
12/13/2015,Jacksonville,Indianapolis,51,16
12/13/2015,NYJets,Tennessee,30,8
12/13/2015,Houston,NewEngland,6,27
12/13/2015,Denver,Oakland,12,15
12/13/2015,GreenBay,Dallas,28,7
12/13/2015,Baltimore,Seattle,6,35
12/14/2015,Miami,NYGiants,24,31
12/17/2015,St.Louis,TampaBay,31,23
12/19/2015,Dallas,NYJets,16,19
12/20/2015,Minnesota,Chicago,38,17
12/20/2015,Jacksonville,Atlanta,17,23
12/20/2015,Indianapolis,Houston,10,16
12/20/2015,Baltimore,KansasCity,14,34
12/20/2015,Washington,Buffalo,35,25
12/20/2015,NewEngland,Tennessee,33,16
12/20/2015,Philadelphia,Arizona,17,40
12/20/2015,NYGiants,Carolina,35,38
12/20/2015,Seattle,Cleveland,30,13
12/20/2015,Oakland,GreenBay,20,30
12/20/2015,SanDiego,Miami,30,14
12/20/2015,Pittsburgh,Denver,34,27
12/20/2015,SanFrancisco,Cincinnati,14,24
12/21/2015,NewOrleans,Detroit,27,35
12/24/2015,Oakland,SanDiego,23,20
12/26/2015,Philadelphia,Washington,24,38
12/27/2015,Minnesota,NYGiants,49,17
12/27/2015,TampaBay,Chicago,21,26
12/27/2015,Atlanta,Carolina,20,13
12/27/2015,Buffalo,Dallas,16,6
12/27/2015,NewOrleans,Jacksonville,38,27
12/27/2015,Detroit,SanFrancisco,32,17
12/27/2015,KansasCity,Cleveland,17,13
12/27/2015,Miami,Indianapolis,12,18
12/27/2015,NYJets,NewEngland,26,20
12/27/2015,Tennessee,Houston,6,34
12/27/2015,Arizona,GreenBay,38,8
12/27/2015,Seattle,St.Louis,17,23
12/27/2015,Baltimore,Pittsburgh,20,17
12/28/2015,Denver,Cincinnati,20,17
1/3/2016,Buffalo,NYJets,22,17
1/3/2016,Carolina,TampaBay,38,10
1/3/2016,Miami,NewEngland,20,10
1/3/2016,Cincinnati,Baltimore,24,16
1/3/2016,Atlanta,NewOrleans,17,20
1/3/2016,Houston,Jacksonville,30,6
1/3/2016,Cleveland,Pittsburgh,12,28
1/3/2016,KansasCity,Oakland,23,17
1/3/2016,Indianapolis,Tennessee,30,24
1/3/2016,Dallas,Washington,23,34
1/3/2016,Chicago,Detroit,20,24
1/3/2016,NYGiants,Philadelphia,30,35
1/3/2016,GreenBay,Minnesota,13,20
1/3/2016,Denver,SanDiego,27,20
1/3/2016,SanFrancisco,St.Louis,19,16
1/3/2016,Arizona,Seattle,6,36
1/9/2016,Houston,KansasCity,0,30
1/9/2016,Cincinnati,Pittsburgh,16,18
1/10/2016,Minnesota,Seattle,9,10
1/10/2016,Washington,GreenBay,18,35
1/16/2016,NewEngland,KansasCity,27,20
1/16/2016,Arizona,GreenBay,26,20
1/17/2016,Carolina,Seattle,31,24
1/17/2016,Denver,Pittsburgh,23,16
1/23/2016,Denver,NewEngland,20,18
1/23/2016,Carolina,Arizona,49,15
