date,home team,visiting team,home score,visiting score
,,,,
9-10-20,KansasCity,Houston,34,20
9-13-20,NewEngland,Miami,21,11
9-13-20,Baltimore,Cleveland,38,6
9-13-20,Buffalo,NYJets,27,17
9-13-20,Carolina,LasVegas,30,34
9-13-20,Atlanta,Seattle,25,38
9-13-20,Washington,Philadelphia,27,17
9-13-20,Detroit,Chicago,23,27
9-13-20,Jacksonville,Indianapolis,27,20
9-13-20,Minnesota,GreenBay,34,43
9-13-20,Cincinnati,LAChargers,13,16
9-13-20,SanFrancisco,Arizona,20,24
9-13-20,NewOrleans,TampaBay,34,23
9-13-20,LARams,Dallas,20,17
9-14-20,NYGiants,Pittsburgh,16,26
9-14-20,Denver,Tennessee,14,16
9-17-20,Cleveland,Cincinnati,35,30
9-20-20,Philadelphia,LARams,19,37
9-20-20,TampaBay,Carolina,31,17
9-20-20,Pittsburgh,Denver,26,21
9-20-20,Dallas,Atlanta,40,39
9-20-20,NYJets,SanFrancisco,13,31
9-20-20,Miami,Buffalo,28,31
9-20-20,Indianapolis,Minnesota,28,11
9-20-20,GreenBay,Detroit,42,21
9-20-20,Chicago,NYGiants,17,13
9-20-20,Tennessee,Jacksonville,33,30
9-20-20,Arizona,Washington,30,15
9-20-20,Houston,Baltimore,16,33
9-20-20,LAChargers,KansasCity,20,23
9-20-20,Seattle,NewEngland,35,30
9-21-20,LasVegas,NewOrleans,34,24
9-24-20,Jacksonville,Miami,13,31
9-27-20,NewEngland,LasVegas,36,20
9-27-20,Buffalo,LARams,35,32
9-27-20,Pittsburgh,Houston,28,21
9-27-20,NYGiants,SanFrancisco,9,36
9-27-20,Minnesota,Tennessee,30,31
9-27-20,Cleveland,Washington,34,20
9-27-20,Philadelphia,Cincinnati,23,23
9-27-20,Atlanta,Chicago,26,30
9-27-20,Indianapolis,NYJets,36,7
9-27-20,LAChargers,Carolina,16,21
9-27-20,Arizona,Detroit,23,26
9-27-20,Denver,TampaBay,10,28
9-27-20,Seattle,Dallas,38,31
9-27-20,NewOrleans,GreenBay,30,37
9-28-20,Baltimore,KansasCity,20,34
10-01-20,NYJets,Denver,28,37
10-04-20,Chicago,Indianapolis,11,19
10-04-20,Detroit,NewOrleans,29,35
10-04-20,Carolina,Arizona,31,21
10-04-20,Cincinnati,Jacksonville,33,25
10-04-20,Dallas,Cleveland,38,49
10-04-20,Houston,Minnesota,23,31
10-04-20,Miami,Seattle,23,31
10-04-20,TampaBay,LAChargers,38,31
10-04-20,Washington,Baltimore,17,31
10-04-20,LARams,NYGiants,17,9
10-04-20,LasVegas,Buffalo,23,30
10-04-20,SanFrancisco,Philadelphia,20,25
10-05-20,GreenBay,Atlanta,30,16
10-05-20,KansasCity,NewEngland,26,10
10-08-20,Chicago,TampaBay,20,19
10-11-20,Atlanta,Carolina,16,23
10-11-20,KCChiefs,LVRaiders,32,40
10-11-20,Washington,LARams,10,30
10-11-20,Houston,Jacksonville,30,14
10-11-20,NYJets,Arizona,10,30
10-11-20,Pittsburgh,Philadelphia,38,29
10-11-20,Baltimore,Cincinnati,27,3
10-11-20,SanFrancisco,Miami,17,43
10-11-20,Dallas,NYGiants,37,34
10-11-20,Cleveland,Indianapolis,32,23
10-11-20,Seattle,Minnesota,27,26
10-12-20,NewOrleans,LAChargers,30,27
10-13-20,Tennessee,Buffalo,42,16
10-18-20,Carolina,Chicago,16,23
10-18-20,Jacksonville,Detroit,16,34
10-18-20,Minnesota,Atlanta,23,40
10-18-20,Tennessee,Houston,42,36
10-18-20,NYGiants,Washington,20,19
10-18-20,Pittsburgh,Cleveland,38,7
10-18-20,Philadelphia,Baltimore,28,30
10-18-20,Indianapolis,Cincinnati,31,27
10-18-20,TampaBay,GreenBay,38,10
10-18-20,SanFrancisco,LARams,24,16
10-18-20,Miami,NYJets,24,0
10-18-20,NewEngland,Denver,12,18
10-19-20,Dallas,Arizona,10,38
10-19-20,Buffalo,KansasCity,17,26
10-22-20,Philadelphia,NYGiants,22,21
10-25-20,Cincinnati,Cleveland,34,37
10-25-20,Washington,Dallas,25,3
10-25-20,Atlanta,Detroit,22,23
10-25-20,NewOrleans,Carolina,27,24
10-25-20,NYJets,Buffalo,10,18
10-25-20,Houston,GreenBay,20,35
10-25-20,Arizona,Seattle,37,34
10-25-20,NewEngland,SanFrancisco,6,33
10-25-20,Denver,KansasCity,16,43
10-25-20,LasVegas,TampaBay,20,45
10-25-20,Tennessee,Pittsburgh,24,27
10-25-20,LAChargers,Jacksonville,39,29
10-26-20,LARams,Chicago,24,10
10-29-20,Carolina,Atlanta,17,25
11-01-20,Detroit,Indianapolis,21,41
11-01-20,GreenBay,Minnesota,22,28
11-01-20,Buffalo,NewEngland,24,21
11-01-20,Cincinnati,Tennessee,31,20
11-01-20,Cleveland,LasVegas,6,16
11-01-20,KansasCity,NYJets,35,9
11-01-20,Miami,LARams,28,17
11-01-20,Chicago,NewOrleans,23,26
11-01-20,Seattle,SanFrancisco,37,27
11-01-20,Philadelphia,Dallas,23,9
11-01-20,Denver,LAChargers,31,30
11-01-20,Baltimore,Pittsburgh,24,28
11-02-20,NYGiants,TampaBay,23,25
11-05-20,SanFrancisco,GreenBay,17,34
11-08-20,Buffalo,Seattle,44,34
11-08-20,Atlanta,Denver,34,27
11-08-20,Tennessee,Chicago,24,17
11-08-20,Minnesota,Detroit,34,20
11-08-20,Indianapolis,Baltimore,10,24
11-08-20,Kansas,Carolina,33,31
11-08-20,Jacksonville,Houston,25,27
11-08-20,Washington,NYGiants,20,23
11-08-20,LAChargers,LasVegas,26,31
11-08-20,Dallas,Pittsburgh,19,24
11-08-20,Arizona,Miami,31,34
11-08-20,Tampa,NewOrleans,3,38
11-09-20,NYJets,NewEngland,27,30
11-12-20,Tennessee,Indianapolis,17,34
