,date,home team,visiting team,home score,visiting score,Win Binary
0,9-07-17,NewEngland,KansasCity,27,42,0.0
1,9-10-17,Buffalo,NYJets,21,12,1.0
2,9-10-17,Chicago,Atlanta,17,23,0.0
3,9-10-17,Houston,Jacksonville,7,29,0.0
4,9-10-17,Washington,Philadelphia,17,30,0.0
5,9-10-17,Detroit,Arizona,35,23,1.0
6,9-10-17,Tennessee,LasVegas,16,26,0.0
7,9-10-17,Cincinnati,Baltimore,0,20,0.0
8,9-10-17,Cleveland,Pittsburgh,18,21,0.0
9,9-10-17,LARams,Indianapolis,46,9,1.0
10,9-10-17,GreenBay,Seattle,17,9,1.0
11,9-10-17,SanFrancisco,Carolina,3,23,0.0
12,9-10-17,Dallas,NYGiants,19,3,1.0
13,9-11-17,Minnesota,NewOrleans,29,19,1.0
14,9-11-17,Denver,LAChargers,24,21,1.0
15,9-14-17,Cincinnati,Houston,9,13,0.0
16,9-17-17,Jacksonville,Tennessee,16,37,0.0
17,9-17-17,Baltimore,Cleveland,24,10,1.0
18,9-17-17,Carolina,Buffalo,9,3,1.0
19,9-17-17,NewOrleans,NewEngland,20,36,0.0
20,9-17-17,Indianapolis,Arizona,13,16,0.0
21,9-17-17,KansasCity,Philadelphia,27,20,1.0
22,9-17-17,Pittsburgh,Minnesota,26,9,1.0
23,9-17-17,TampaBay,Chicago,29,7,1.0
24,9-17-17,LAChargers,Miami,17,19,0.0
25,9-17-17,LasVegas,NYJets,45,20,1.0
26,9-17-17,LARams,Washington,20,27,0.0
27,9-17-17,Denver,Dallas,42,17,1.0
28,9-17-17,Seattle,SanFrancisco,12,9,1.0
29,9-17-17,Atlanta,GreenBay,34,23,1.0
30,9-18-17,NYGiants,Detroit,10,24,0.0
31,9-21-17,SanFrancisco,LARams,39,41,0.0
32,9-24-17,Jacksonville,Baltimore,44,7,1.0
33,9-24-17,Indianapolis,Cleveland,31,28,1.0
34,9-24-17,Chicago,Pittsburgh,23,17,1.0
35,9-24-17,NYJets,Miami,20,6,1.0
36,9-24-17,Buffalo,Denver,26,16,1.0
37,9-24-17,NewEngland,Houston,36,33,1.0
38,9-24-17,Carolina,NewOrleans,13,34,0.0
39,9-24-17,Minnesota,TampaBay,34,17,1.0
40,9-24-17,Detroit,Atlanta,26,30,0.0
41,9-24-17,Philadelphia,NYGiants,27,24,1.0
42,9-24-17,Tennessee,Seattle,33,27,1.0
43,9-24-17,LAChargers,KansasCity,10,24,0.0
44,9-24-17,GreenBay,Cincinnati,27,24,1.0
45,9-24-17,Washington,LasVegas,27,10,1.0
46,9-25-17,Arizona,Dallas,17,28,0.0
47,9-28-17,GreenBay,Chicago,35,14,1.0
48,10-01-17,Miami,NewOrleans,0,20,0.0
49,10-01-17,NewEngland,Carolina,30,33,0.0
50,10-01-17,Dallas,LARams,30,35,0.0
51,10-01-17,Minnesota,Detroit,7,14,0.0
52,10-01-17,Houston,Tennessee,57,14,1.0
53,10-01-17,NYJets,Jacksonville,23,20,1.0
54,10-01-17,Cleveland,Cincinnati,7,31,0.0
55,10-01-17,Baltimore,Pittsburgh,9,26,0.0
56,10-01-17,Atlanta,Buffalo,17,23,0.0
57,10-01-17,TampaBay,NYGiants,25,23,1.0
58,10-01-17,LAChargers,Philadelphia,24,26,0.0
59,10-01-17,Arizona,SanFrancisco,18,15,1.0
60,10-01-17,Denver,LasVegas,16,10,1.0
61,10-01-17,Seattle,Indianapolis,46,18,1.0
62,10-02-17,KansasCity,Washington,29,20,1.0
63,10-05-17,TampaBay,NewEngland,14,19,0.0
64,10-08-17,NYGiants,LAChargers,22,27,0.0
65,10-08-17,Cincinnati,Buffalo,20,16,1.0
66,10-08-17,Cleveland,NYJets,14,17,0.0
67,10-08-17,Pittsburgh,Jacksonville,9,30,0.0
68,10-08-17,Miami,Tennessee,16,10,1.0
69,10-08-17,Indianapolis,SanFrancisco,26,23,1.0
70,10-08-17,Philadelphia,Arizona,34,7,1.0
71,10-08-17,Detroit,Carolina,24,27,0.0
72,10-08-17,LARams,Seattle,10,16,0.0
73,10-08-17,LasVegas,Baltimore,17,30,0.0
74,10-08-17,Dallas,GreenBay,31,35,0.0
75,10-08-17,Houston,KansasCity,34,42,0.0
76,10-09-17,Chicago,Minnesota,17,20,0.0
77,10-12-17,Carolina,Philadelphia,23,28,0.0
78,10-15-17,Houston,Cleveland,33,17,1.0
79,10-15-17,NYJets,NewEngland,17,24,0.0
80,10-15-17,Atlanta,Miami,17,20,0.0
81,10-15-17,NewOrleans,Detroit,52,38,1.0
82,10-15-17,Minnesota,GreenBay,23,10,1.0
83,10-15-17,Baltimore,Chicago,24,27,0.0
84,10-15-17,Washington,SanFrancisco,26,24,1.0
85,10-15-17,Jacksonville,LARams,17,27,0.0
86,10-15-17,Arizona,TampaBay,38,33,1.0
87,10-15-17,KansasCity,Pittsburgh,13,19,0.0
88,10-15-17,LasVegas,LAChargers,16,17,0.0
89,10-15-17,Denver,NYGiants,10,23,0.0
90,10-16-17,Tennessee,Indianapolis,36,22,1.0
91,10-19-17,LasVegas,KansasCity,31,30,1.0
92,10-22-17,Cleveland,Tennessee,9,12,0.0
93,10-22-17,Indianapolis,Jacksonville,0,27,0.0
94,10-22-17,Pittsburgh,Cincinnati,29,14,1.0
95,10-22-17,Minnesota,Baltimore,24,16,1.0
96,10-22-17,Miami,NYJets,31,28,1.0
97,10-22-17,Buffalo,TampaBay,30,27,1.0
98,10-22-17,Chicago,Carolina,17,3,1.0
99,10-22-17,GreenBay,NewOrleans,17,26,0.0
100,10-22-17,LARams,Arizona,33,0,1.0
101,10-22-17,SanFrancisco,Dallas,10,40,0.0
102,10-22-17,NYGiants,Seattle,7,24,0.0
103,10-22-17,LAChargers,Denver,21,0,1.0
104,10-22-17,NewEngland,Atlanta,23,7,1.0
105,10-23-17,Philadelphia,Washington,34,24,1.0
106,10-26-17,Baltimore,Miami,40,0,1.0
107,10-29-17,Cleveland,Minnesota,16,33,0.0
108,10-29-17,NewOrleans,Chicago,20,12,1.0
109,10-29-17,NYJets,Atlanta,20,25,0.0
110,10-29-17,TampaBay,Carolina,3,17,0.0
111,10-29-17,Philadelphia,SanFrancisco,33,10,1.0
112,10-29-17,Buffalo,LasVegas,34,14,1.0
113,10-29-17,Cincinnati,Indianapolis,24,23,1.0
114,10-29-17,NewEngland,LAChargers,21,13,1.0
115,10-29-17,Seattle,Houston,41,38,1.0
116,10-29-17,Washington,Dallas,19,33,0.0
117,10-29-17,Detroit,Pittsburgh,15,20,0.0
118,10-30-17,KansasCity,Denver,29,19,1.0
119,11-02-17,NYJets,Buffalo,34,21,1.0
120,11-05-17,Philadelphia,Denver,51,23,1.0
121,11-05-17,NYGiants,LARams,17,51,0.0
122,11-05-17,NewOrleans,TampaBay,30,10,1.0
123,11-05-17,Jacksonville,Cincinnati,23,7,1.0
124,11-05-17,Carolina,Atlanta,20,17,1.0
125,11-05-17,Houston,Indianapolis,14,20,0.0
