,home_Off Turnovers,home_Passing Yards,home_Rushing Yards,home_Def Turnovers,home_Passing Yards All,home_Rushing Yards All,home_QBR,visiting_Off Turnovers,visiting_Passing Yards,visiting_Rushing Yards,visiting_Def Turnovers,visiting_Passing Yards All,visiting_Rushing Yards All,visiting_QBR,home score,visiting score,Win Binary,Year
0,16,4854,1799,22,3779,1954,82.9,18,4538,1466,9,4104,2564,70.5,34.0,20.0,1.0,2020
0,19,2890,2346,22,3557,2103,47.0,20,3736,1688,29,4024,1862,76.9,21.0,11.0,1.0,2020
0,18,2739,3071,22,3536,1740,73.7,16,3539,2374,21,3962,1773,72.2,38.0,6.0,1.0,2020
0,22,4620,1723,26,3726,1914,81.7,19,2796,1683,19,4409,1792,40.2,27.0,17.0,1.0,2020
0,21,3888,1704,22,3825,1936,64.1,26,4217,1916,15,4212,2013,71.0,30.0,34.0,0.0,2020
0,18,4363,1532,21,4697,1677,66.9,18,3941,1971,22,4560,1529,73.5,25.0,38.0,0.0,2020
0,27,3465,1611,23,3068,1805,34.8,29,3327,2027,19,3798,2012,49.6,27.0,17.0,1.0,2020
0,21,4104,1499,12,4558,2158,68.4,22,3655,1647,18,3705,1814,61.3,23.0,27.0,0.0,2020
0,25,3699,1519,17,4231,2452,51.7,15,4053,1996,25,3866,1448,62.5,27.0,20.0,1.0,2020
0,23,4009,2283,22,4141,2151,63.2,11,4106,2118,18,3539,1805,84.3,34.0,43.0,0.0,2020
0,24,3448,1668,17,3859,2368,56.2,16,4329,1784,19,3578,1917,69.6,13.0,16.0,0.0,2020
0,31,4033,1889,20,3327,1703,43.6,21,3916,2237,21,3623,2008,68.9,20.0,24.0,0.0,2020
0,17,3758,2265,26,3472,1502,74.5,17,4626,1519,25,3945,1289,72.6,34.0,23.0,1.0,2020
0,25,4014,2018,22,3051,1460,58.4,26,4161,1788,23,3642,2541,53.8,20.0,17.0,1.0,2020
0,22,3026,1768,22,3807,1782,61.4,18,4003,1351,27,3110,1783,60.1,16.0,26.0,0.0,2020
0,32,3451,1918,16,3807,2080,48.9,12,3653,2690,23,4439,1933,78.3,14.0,16.0,0.0,2020
0,16,3539,2374,21,3962,1773,72.2,24,3448,1668,17,3859,2368,56.2,35.0,30.0,1.0,2020
0,29,3327,2027,19,3798,2012,49.6,25,4014,2018,22,3051,1460,58.4,19.0,37.0,0.0,2020
0,17,4626,1519,25,3945,1289,72.6,21,3888,1704,22,3825,1936,64.1,31.0,17.0,1.0,2020
0,18,4003,1351,27,3110,1783,60.1,32,3451,1918,16,3807,2080,48.9,26.0,21.0,1.0,2020
0,26,4161,1788,23,3642,2541,53.8,18,4363,1532,21,4697,1677,66.9,40.0,39.0,1.0,2020
0,19,2796,1683,19,4409,1792,40.2,31,4033,1889,20,3327,1703,43.6,13.0,31.0,0.0,2020
0,20,3736,1688,29,4024,1862,76.9,22,4620,1723,26,3726,1914,81.7,28.0,31.0,0.0,2020
0,15,4053,1996,25,3866,1448,62.5,23,4009,2283,22,4141,2151,63.2,28.0,11.0,1.0,2020
0,11,4106,2118,18,3539,1805,84.3,21,4104,1499,12,4558,2158,68.4,42.0,21.0,1.0,2020
0,22,3655,1647,18,3705,1814,61.3,22,3026,1768,22,3807,1782,61.4,17.0,13.0,1.0,2020
0,12,3653,2690,23,4439,1933,78.3,25,3699,1519,17,4231,2452,51.7,33.0,30.0,1.0,2020
0,21,3916,2237,21,3623,2008,68.9,27,3465,1611,23,3068,1805,34.8,30.0,15.0,1.0,2020
0,18,4538,1466,9,4104,2564,70.5,18,2739,3071,22,3536,1740,73.7,16.0,33.0,0.0,2020
0,16,4329,1784,19,3578,1917,69.6,16,4854,1799,22,3779,1954,82.9,20.0,23.0,0.0,2020
0,18,3941,1971,22,4560,1529,73.5,19,2890,2346,22,3557,2103,47.0,35.0,30.0,1.0,2020
