,home_Off Turnovers,home_Passing Yards,home_Rushing Yards,home_Def Turnovers,home_Passing Yards All,home_Rushing Yards All,home_QBR,visiting_Off Turnovers,visiting_Passing Yards,visiting_Rushing Yards,visiting_Def Turnovers,visiting_Passing Yards All,visiting_Rushing Yards All,visiting_QBR,home score,visiting score,Win Binary,Year
0,11,4725,1928,22,4267,1672,79.6,29,3685,1814,27,4291,1465,47.1,48.0,33.0,1.0,2016
0,31,3969,1735,11,3598,1950,78.1,15,4111,1310,14,3975,1701,65.2,17.0,14.0,1.0,2016
0,24,3176,1859,17,3226,1595,49.3,18,3541,2187,18,4307,1413,59.1,27.0,20.0,1.0,2016
0,23,4100,1463,28,3724,1430,52.5,14,4051,1922,30,4120,1881,56.1,27.0,28.0,0.0,2016
0,27,3926,1616,29,4012,1875,59.5,25,3685,1484,27,2972,2085,49.7,7.0,27.0,0.0,2016
0,25,2911,2019,20,3848,2654,49.2,15,3631,2396,20,4167,1336,77.6,17.0,24.0,0.0,2016
0,35,4198,1510,28,3987,1567,58.7,24,5074,1742,21,4380,1626,66.8,34.0,35.0,0.0,2016
0,28,4136,1732,28,3365,1518,52.9,29,2951,1252,18,3732,1660,37.5,13.0,17.0,0.0,2016
0,18,4202,1760,23,3882,1600,60.5,17,3740,1748,33,3958,1938,60.8,43.0,7.0,1.0,2016
0,16,3836,1205,27,3327,1711,53.1,27,3879,1412,25,4018,1417,45.7,24.0,10.0,1.0,2016
0,25,2911,2019,20,3848,2654,49.2,28,4136,1732,28,3365,1518,52.9,21.0,33.0,0.0,2016
0,16,3836,1205,27,3327,1711,53.1,24,3176,1859,17,3226,1595,49.3,31.0,13.0,1.0,2016
0,23,3500,1824,25,3875,2247,48.6,18,3541,2187,18,4307,1413,59.1,17.0,30.0,0.0,2016
0,25,3264,1712,13,3996,2283,64.7,11,4308,1872,23,3806,1417,79.4,13.0,33.0,0.0,2016
0,18,4202,1760,23,3882,1600,60.5,34,3466,1802,14,3898,1581,39.2,31.0,13.0,1.0,2016
0,23,4100,1463,28,3724,1430,52.5,21,4758,1696,21,4130,1916,66.5,10.0,16.0,0.0,2016
0,15,4111,1310,14,3975,1701,65.2,20,3585,1813,26,3832,1652,46.7,24.0,23.0,1.0,2016
0,22,4202,1628,17,4200,1926,65.9,31,3969,1735,11,3598,1950,78.1,29.0,23.0,1.0,2016
0,25,3685,1484,27,2972,2085,49.7,11,4725,1928,22,4267,1672,79.6,16.0,23.0,0.0,2016
0,29,2951,1252,18,3732,1660,37.5,12,3036,2630,18,3582,2130,62.4,19.0,30.0,0.0,2016
0,14,4051,1922,30,4120,1881,56.1,35,4198,1510,28,3987,1567,58.7,34.0,31.0,1.0,2016
0,15,3631,2396,20,4167,1336,77.6,17,3942,1769,20,3800,1812,52.3,28.0,14.0,1.0,2016
0,17,4199,1701,25,4308,1515,72.4,27,3879,1412,25,4018,1417,45.7,23.0,16.0,1.0,2016
0,29,3685,1814,27,4291,1465,47.1,27,3926,1616,29,4012,1875,59.5,14.0,17.0,0.0,2016
0,35,4198,1510,28,3987,1567,58.7,25,3685,1484,27,2972,2085,49.7,21.0,13.0,1.0,2016
0,11,4308,1872,23,3806,1417,79.4,17,3942,1769,20,3800,1812,52.3,35.0,17.0,1.0,2016
0,27,3879,1412,25,4018,1417,45.7,23,4100,1463,28,3724,1430,52.5,27.0,23.0,1.0,2016
0,24,5074,1742,21,4380,1626,66.8,29,3685,1814,27,4291,1465,47.1,41.0,38.0,1.0,2016
0,23,3500,1824,25,3875,2247,48.6,18,4202,1760,23,3882,1600,60.5,30.0,15.0,1.0,2016
0,31,3969,1735,11,3598,1950,78.1,29,3728,1631,13,3444,1703,43.0,16.0,17.0,0.0,2016
0,12,3036,2630,18,3582,2130,62.4,25,2911,2019,20,3848,2654,49.2,45.0,16.0,1.0,2016
0,15,4111,1310,14,3975,1701,65.2,29,2951,1252,18,3732,1660,37.5,31.0,28.0,1.0,2016
0,18,3541,2187,18,4307,1413,59.1,25,3264,1712,13,3996,2283,64.7,28.0,26.0,1.0,2016
0,21,4758,1696,21,4130,1916,66.5,20,3585,1813,26,3832,1652,46.7,27.0,20.0,1.0,2016
0,14,4051,1922,30,4120,1881,56.1,17,3740,1748,33,3958,1938,60.8,10.0,26.0,0.0,2016
0,18,4124,1591,19,3612,1487,57.1,11,4725,1928,22,4267,1672,79.6,26.0,24.0,1.0,2016
0,17,4199,1701,25,4308,1515,72.4,15,3631,2396,20,4167,1336,77.6,16.0,30.0,0.0,2016
0,24,3176,1859,17,3226,1595,49.3,22,4202,1628,17,4200,1926,65.9,26.0,23.0,1.0,2016
0,28,4136,1732,28,3365,1518,52.9,34,3466,1802,14,3898,1581,39.2,28.0,3.0,1.0,2016
0,17,4199,1701,25,4308,1515,72.4,31,3969,1735,11,3598,1950,78.1,26.0,10.0,1.0,2016
0,29,2951,1252,18,3732,1660,37.5,27,3879,1412,25,4018,1417,45.7,10.0,17.0,0.0,2016
0,20,3585,1813,26,3832,1652,46.7,16,3836,1205,27,3327,1711,53.1,21.0,10.0,1.0,2016
0,17,3740,1748,33,3958,1938,60.8,24,5074,1742,21,4380,1626,66.8,27.0,21.0,1.0,2016
0,15,4111,1310,14,3975,1701,65.2,21,4758,1696,21,4130,1916,66.5,20.0,17.0,1.0,2016
0,17,3942,1769,20,3800,1812,52.3,25,3264,1712,13,3996,2283,64.7,31.0,17.0,1.0,2016
0,23,3500,1824,25,3875,2247,48.6,12,3036,2630,18,3582,2130,62.4,28.0,25.0,1.0,2016
0,29,3728,1631,13,3444,1703,43.0,14,4051,1922,30,4120,1881,56.1,16.0,33.0,0.0,2016
0,18,3541,2187,18,4307,1413,59.1,22,4202,1628,17,4200,1926,65.9,26.0,34.0,0.0,2016
0,34,3466,1802,14,3898,1581,39.2,23,4100,1463,28,3724,1430,52.5,24.0,16.0,1.0,2016
0,11,4725,1928,22,4267,1672,79.6,35,4198,1510,28,3987,1567,58.7,30.0,33.0,0.0,2016
0,25,2911,2019,20,3848,2654,49.2,27,3926,1616,29,4012,1875,59.5,17.0,34.0,0.0,2016
0,18,4202,1760,23,3882,1600,60.5,11,4308,1872,23,3806,1417,79.4,16.0,27.0,0.0,2016
0,28,4136,1732,28,3365,1518,52.9,18,4124,1591,19,3612,1487,57.1,6.0,6.0,0.5,2016
0,25,3685,1484,27,2972,2085,49.7,24,3176,1859,17,3226,1595,49.3,27.0,9.0,1.0,2016
0,18,3541,2187,18,4307,1413,59.1,29,3728,1631,13,3444,1703,43.0,36.0,22.0,1.0,2016
0,17,3942,1769,20,3800,1812,52.3,21,4758,1696,21,4130,1916,66.5,27.0,27.0,0.5,2016
0,11,4725,1928,22,4267,1672,79.6,17,4199,1701,25,4308,1515,72.4,33.0,32.0,1.0,2016
0,24,3176,1859,17,3226,1595,49.3,15,4111,1310,14,3975,1701,65.2,20.0,13.0,1.0,2016
0,24,5074,1742,21,4380,1626,66.8,18,4124,1591,19,3612,1487,57.1,25.0,20.0,1.0,2016
0,12,3036,2630,18,3582,2130,62.4,11,4308,1872,23,3806,1417,79.4,25.0,41.0,0.0,2016
0,25,3264,1712,13,3996,2283,64.7,34,3466,1802,14,3898,1581,39.2,28.0,31.0,0.0,2016
0,27,3926,1616,29,4012,1875,59.5,14,4051,1922,30,4120,1881,56.1,24.0,30.0,0.0,2016
0,22,4202,1628,17,4200,1926,65.9,17,3740,1748,33,3958,1938,60.8,14.0,30.0,0.0,2016
0,25,3685,1484,27,2972,2085,49.7,35,4198,1510,28,3987,1567,58.7,27.0,19.0,1.0,2016
0,29,3685,1814,27,4291,1465,47.1,28,4136,1732,28,3365,1518,52.9,30.0,20.0,1.0,2016
0,15,3631,2396,20,4167,1336,77.6,20,3585,1813,26,3832,1652,46.7,29.0,23.0,1.0,2016
0,31,3969,1735,11,3598,1950,78.1,16,3836,1205,27,3327,1711,53.1,20.0,10.0,1.0,2016
0,27,3926,1616,29,4012,1875,59.5,11,4725,1928,22,4267,1672,79.6,28.0,43.0,0.0,2016
0,17,3740,1748,33,3958,1938,60.8,29,3728,1631,13,3444,1703,43.0,19.0,14.0,1.0,2016
0,16,3836,1205,27,3327,1711,53.1,15,4111,1310,14,3975,1701,65.2,16.0,22.0,0.0,2016
0,27,3879,1412,25,4018,1417,45.7,20,3585,1813,26,3832,1652,46.7,28.0,23.0,1.0,2016
0,25,3264,1712,13,3996,2283,64.7,15,3631,2396,20,4167,1336,77.6,10.0,35.0,0.0,2016
0,23,3500,1824,25,3875,2247,48.6,34,3466,1802,14,3898,1581,39.2,27.0,23.0,1.0,2016
0,23,4100,1463,28,3724,1430,52.5,18,4202,1760,23,3882,1600,60.5,21.0,14.0,1.0,2016
0,25,2911,2019,20,3848,2654,49.2,24,5074,1742,21,4380,1626,66.8,23.0,41.0,0.0,2016
0,29,2951,1252,18,3732,1660,37.5,29,3685,1814,27,4291,1465,47.1,10.0,13.0,0.0,2016
0,17,4199,1701,25,4308,1515,72.4,22,4202,1628,17,4200,1926,65.9,26.0,31.0,0.0,2016
0,35,4198,1510,28,3987,1567,58.7,18,3541,2187,18,4307,1413,59.1,43.0,35.0,1.0,2016
0,14,4051,1922,30,4120,1881,56.1,25,3685,1484,27,2972,2085,49.7,30.0,20.0,1.0,2016
0,18,4124,1591,19,3612,1487,57.1,12,3036,2630,18,3582,2130,62.4,31.0,25.0,1.0,2016
0,23,4100,1463,28,3724,1430,52.5,25,3264,1712,13,3996,2283,64.7,28.0,7.0,1.0,2016
0,29,3728,1631,13,3444,1703,43.0,24,3176,1859,17,3226,1595,49.3,21.0,24.0,0.0,2016
0,29,3685,1814,27,4291,1465,47.1,17,3740,1748,33,3958,1938,60.8,17.0,20.0,0.0,2016
0,24,5074,1742,21,4380,1626,66.8,25,3685,1484,27,2972,2085,49.7,23.0,25.0,0.0,2016
0,34,3466,1802,14,3898,1581,39.2,29,2951,1252,18,3732,1660,37.5,6.0,9.0,0.0,2016
0,20,3585,1813,26,3832,1652,46.7,11,4725,1928,22,4267,1672,79.6,24.0,15.0,1.0,2016
0,21,4758,1696,21,4130,1916,66.5,16,3836,1205,27,3327,1711,53.1,26.0,20.0,1.0,2016
0,18,3541,2187,18,4307,1413,59.1,17,4199,1701,25,4308,1515,72.4,47.0,25.0,1.0,2016
0,27,3926,1616,29,4012,1875,59.5,31,3969,1735,11,3598,1950,78.1,36.0,10.0,1.0,2016
0,35,4198,1510,28,3987,1567,58.7,23,3500,1824,25,3875,2247,48.6,24.0,31.0,0.0,2016
0,28,4136,1732,28,3365,1518,52.9,25,2911,2019,20,3848,2654,49.2,23.0,20.0,1.0,2016
0,18,4202,1760,23,3882,1600,60.5,15,3631,2396,20,4167,1336,77.6,30.0,35.0,0.0,2016
0,11,4308,1872,23,3806,1417,79.4,18,4124,1591,19,3612,1487,57.1,24.0,31.0,0.0,2016
0,27,3879,1412,25,4018,1417,45.7,17,3942,1769,20,3800,1812,52.3,21.0,20.0,1.0,2016
0,29,3685,1814,27,4291,1465,47.1,24,5074,1742,21,4380,1626,66.8,23.0,20.0,1.0,2016
0,22,4202,1628,17,4200,1926,65.9,18,3541,2187,18,4307,1413,59.1,24.0,17.0,1.0,2016
0,15,4111,1310,14,3975,1701,65.2,29,3728,1631,13,3444,1703,43.0,26.0,19.0,1.0,2016
0,17,3740,1748,33,3958,1938,60.8,27,3926,1616,29,4012,1875,59.5,17.0,19.0,0.0,2016
0,27,3879,1412,25,4018,1417,45.7,31,3969,1735,11,3598,1950,78.1,22.0,16.0,1.0,2016
0,16,3836,1205,27,3327,1711,53.1,28,4136,1732,28,3365,1518,52.9,30.0,24.0,1.0,2016
0,17,3942,1769,20,3800,1812,52.3,12,3036,2630,18,3582,2130,62.4,12.0,16.0,0.0,2016
0,15,3631,2396,20,4167,1336,77.6,23,4100,1463,28,3724,1430,52.5,27.0,17.0,1.0,2016
0,25,3264,1712,13,3996,2283,64.7,18,4202,1760,23,3882,1600,60.5,9.0,24.0,0.0,2016
0,29,2951,1252,18,3732,1660,37.5,23,3500,1824,25,3875,2247,48.6,10.0,14.0,0.0,2016
0,25,2911,2019,20,3848,2654,49.2,11,4308,1872,23,3806,1417,79.4,17.0,30.0,0.0,2016
0,18,4124,1591,19,3612,1487,57.1,20,3585,1813,26,3832,1652,46.7,26.0,15.0,1.0,2016
0,21,4758,1696,21,4130,1916,66.5,17,4199,1701,25,4308,1515,72.4,42.0,24.0,1.0,2016
0,14,4051,1922,30,4120,1881,56.1,24,3176,1859,17,3226,1595,49.3,27.0,20.0,1.0,2016
0,15,4111,1310,14,3975,1701,65.2,16,3836,1205,27,3327,1711,53.1,16.0,13.0,1.0,2016
0,15,3631,2396,20,4167,1336,77.6,21,4758,1696,21,4130,1916,66.5,31.0,26.0,1.0,2016
0,22,4202,1628,17,4200,1926,65.9,18,4202,1760,23,3882,1600,60.5,7.0,28.0,0.0,2016
0,24,3176,1859,17,3226,1595,49.3,35,4198,1510,28,3987,1567,58.7,13.0,21.0,0.0,2016
0,31,3969,1735,11,3598,1950,78.1,18,3541,2187,18,4307,1413,59.1,21.0,27.0,0.0,2016
0,12,3036,2630,18,3582,2130,62.4,29,3728,1631,13,3444,1703,43.0,28.0,21.0,1.0,2016
0,23,4100,1463,28,3724,1430,52.5,17,3942,1769,20,3800,1812,52.3,19.0,14.0,1.0,2016
0,11,4725,1928,22,4267,1672,79.6,28,4136,1732,28,3365,1518,52.9,38.0,19.0,1.0,2016
0,23,3500,1824,25,3875,2247,48.6,25,2911,2019,20,3848,2654,49.2,31.0,24.0,1.0,2016
0,24,5074,1742,21,4380,1626,66.8,29,2951,1252,18,3732,1660,37.5,49.0,21.0,1.0,2016
0,25,3264,1712,13,3996,2283,64.7,27,3879,1412,25,4018,1417,45.7,13.0,27.0,0.0,2016
0,27,3926,1616,29,4012,1875,59.5,18,4124,1591,19,3612,1487,57.1,14.0,5.0,1.0,2016
0,14,4051,1922,30,4120,1881,56.1,29,3685,1814,27,4291,1465,47.1,35.0,32.0,1.0,2016
0,25,3685,1484,27,2972,2085,49.7,17,3740,1748,33,3958,1938,60.8,27.0,30.0,0.0,2016
0,34,3466,1802,14,3898,1581,39.2,11,4308,1872,23,3806,1417,79.4,17.0,22.0,0.0,2016
0,20,3585,1813,26,3832,1652,46.7,17,4199,1701,25,4308,1515,72.4,13.0,27.0,0.0,2016
0,16,3836,1205,27,3327,1711,53.1,15,3631,2396,20,4167,1336,77.6,15.0,17.0,0.0,2016
0,29,3728,1631,13,3444,1703,43.0,25,3685,1484,27,2972,2085,49.7,10.0,20.0,0.0,2016
0,11,4725,1928,22,4267,1672,79.6,17,3740,1748,33,3958,1938,60.8,28.0,29.0,0.0,2016
0,17,4199,1701,25,4308,1515,72.4,24,3176,1859,17,3226,1595,49.3,21.0,13.0,1.0,2016
0,17,3942,1769,20,3800,1812,52.3,20,3585,1813,26,3832,1652,46.7,32.0,14.0,1.0,2016
0,24,5074,1742,21,4380,1626,66.8,15,4111,1310,14,3975,1701,65.2,13.0,28.0,0.0,2016
0,31,3969,1735,11,3598,1950,78.1,25,2911,2019,20,3848,2654,49.2,26.0,6.0,1.0,2016
0,11,4308,1872,23,3806,1417,79.4,29,2951,1252,18,3732,1660,37.5,26.0,10.0,1.0,2016
0,23,4100,1463,28,3724,1430,52.5,23,3500,1824,25,3875,2247,48.6,38.0,6.0,1.0,2016
0,14,4051,1922,30,4120,1881,56.1,12,3036,2630,18,3582,2130,62.4,38.0,24.0,1.0,2016
